32,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
96,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
33,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
32,0,0,32
32,0,0,32
32,0,0,32
34,0,0,32
32,0,0,34
34,0,0,31
32,0,0,35
34,0,0,29
32,0,0,38
35,0,0,27
32,0,0,40
35,0,0,25
32,0,0,43
35,0,0,22
32,0,0,45
35,0,0,20
32,0,0,46
35,0,0,19
33,0,0,47
34,0,0,19
34,0,0,46
32,0,0,20
36,0,0,45
31,0,0,23
37,0,0,42
28,0,0,26
39,0,0,38
26,0,0,30
41,0,0,32
24,0,0,35
44,0,0,27
22,0,0,41
46,0,0,21
20,0,0,47
47,0,0,15
19,0,0,54
49,0,0,9
17,0,0,59
50,0,0,4
17,0,0,0
51,0,0,30
16,0,0,1
51,0,0,26
16,0,0,10
51,0,0,22
17,0,0,13
50,0,0,20
17,0,0,15
49,0,0,18
19,0,0,15
47,0,0,18
20,0,0,15
45,0,0,19
22,0,0,14
25,0,0,11
41,0,0,24
27,0,0,8
38,0,0,28
30,0,0,1
35,0,0,0
33,0,0,62
32,0,0,7
36,0,0,55
30,0,0,13
38,0,0,47
27,0,0,21
41,0,0,42
25,0,0,28
43,0,0,34
22,0,0,35
45,0,0,27
20,0,0,43
47,0,0,20
19,0,0,49
49,0,0,13
17,0,0,56
50,0,0,7
16,0,0,62
51,0,0,0
16,0,0,1
51,0,0,28
16,0,0,3
51,0,0,25
16,0,0,10
50,0,0,23
17,0,0,11
49,0,0,23
19,0,0,10
47,0,0,25
21,0,0,8
45,0,0,27
23,0,0,0
43,0,0,31
25,0,0,63
40,0,0,4
27,0,0,60
39,0,0,9
29,0,0,55
37,0,0,13
30,0,0,51
35,0,0,17
32,0,0,46
35,0,0,21
32,0,0,43
34,0,0,24
32,0,0,40
32,0,0,27
33,0,0,38
32,0,0,29
34,0,0,36
33,0,0,30
34,0,0,35
32,0,0,31
34,0,0,34
32,0,0,31
34,0,0,34
32,0,0,32
34,0,0,32
32,0,0,33
33,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,32
32,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
32,0,0,32
34,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
35,0,0,32
32,0,0,32
35,0,0,32
32,0,0,32
35,0,0,34
32,0,0,32
35,0,0,34
32,0,0,31
35,0,0,34
32,0,0,31
34,0,0,34
32,0,0,31
34,0,0,35
32,0,0,31
34,0,0,35
33,0,0,30
34,0,0,36
33,0,0,30
32,0,0,36
34,0,0,30
32,0,0,36
34,0,0,29
32,0,0,37
34,0,0,29
32,0,0,37
35,0,0,29
32,0,0,37
35,0,0,29
32,0,0,37
35,0,0,29
32,0,0,37
35,0,0,29
32,0,0,36
35,0,0,30
31,0,0,36
35,0,0,30
31,0,0,36
35,0,0,30
31,0,0,35
35,0,0,31
31,0,0,34
35,0,0,31
31,0,0,34
35,0,0,32
32,0,0,33
35,0,0,32
32,0,0,32
35,0,0,34
32,0,0,31
35,0,0,35
32,0,0,31
35,0,0,35
32,0,0,30
34,0,0,36
32,0,0,30
34,0,0,37
32,0,0,29
34,0,0,37
32,0,0,29
34,0,0,37
32,0,0,28
32,0,0,38
34,0,0,28
33,0,0,38
34,0,0,28
32,0,0,38
34,0,0,28
32,0,0,38
35,0,0,28
32,0,0,38
35,0,0,28
35,0,0,28
32,0,0,37
35,0,0,29
32,0,0,37
35,0,0,29
32,0,0,36
35,0,0,30
32,0,0,36
35,0,0,31
32,0,0,35
34,0,0,31
32,0,0,34
34,0,0,31
32,0,0,34
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,34
33,0,0,32
34,0,0,34
32,0,0,31
34,0,0,34
32,0,0,31
34,0,0,34
32,0,0,31
34,0,0,34
33,0,0,31
34,0,0,34
32,0,0,31
34,0,0,34
32,0,0,31
34,0,0,34
32,0,0,31
34,0,0,34
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,34
32,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
32,0,0,32
34,0,0,34
32,0,0,32
34,0,0,34
32,0,0,32
34,0,0,33
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,33
33,0,0,32
34,0,0,33
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,34
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
32,0,0,33
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,33
34,0,0,33
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,33
34,0,0,33
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
34,0,0,33
33,0,0,32
34,0,0,33
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,33
34,0,0,33
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
34,0,0,33
34,0,0,32
34,0,0,32
34,0,0,32
34,0,0,32
34,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
34,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
32,0,0,32
34,0,0,32
32,0,0,32
34,0,0,33
33,0,0,32
34,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
34,0,0,33
34,0,0,32
34,0,0,32
34,0,0,32
34,0,0,32
34,0,0,32
34,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
33,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,33
34,0,0,32
33,0,0,32
34,0,0,32
32,0,0,33
34,0,0,32
32,0,0,32
34,0,0,32
